,unique_identifier,text,sentiment_polarity,sentiment_subjectivity,lda_topics
72,14.3.1,"For instance, Ferguson (2010) has ruled out a relationship between video game violence and serious aggression, concluding ""Taken together these meta-analyses range from those which argue against meaningful effects to those which find weak effects.",-0.1520833333333333,0.5479166666666666,4 6 11 13 16 18 
73,14.4.1,Thus the debate on video game violence has been reduced to,-0.4,0.4,4 6 11 13 16 18 
74,14.4.2,video game violence produces no effects … or almost no effects,-0.4,0.4,4 6 11 13 16 18 
75,14.5.1,""" .",0.0,0.0,4 6 11 13 16 18 
76,15.1.1,Other studies reach the conclusion,-0.125,0.375,4 6 11 13 16 18 
77,15.1.2,violence in video games is not causally linked with aggressive tendencies,0.0,0.0,4 6 11 13 16 18 
78,15.2.1,"to say , "" We",0.0,0.0,4 6 11 13 16 18 
79,15.3.1,But the impact was very small compared to other things .,-0.225,0.4475,4 6 11 13 16 18 
80,15.4.1,"Some may not be happy with that, but that’s where the science is.""",0.8,1.0,4 6 11 13 16 18 
81,15.5.1,"A meta - analysis by psychologist Jonathan Freedman ,",0.0,0.0,4 6 11 13 16 18 
82,15.5.2,reviewed over 200 published studies and found,0.0,0.0,4 6 11 13 16 18 
83,15.5.3,"that the "" vast and overwhelming majority "" did not find a causal link",0.25,1.0,4 6 11 13 16 18 
84,15.6.1,violent books and 27 % were attracted to violent films,-0.8,1.0,4 6 11 13 16 18 
85,15.7.1,An Australian study found,0.0,0.0,4 6 11 13 16 18 
86,15.7.2,only children already predisposed to violence were affected by violent games,-0.4,1.0,4 6 11 13 16 18 
87,15.8.1,A recent long - term outcome study of youth found no long - term relationship between,-0.0083333333333333,0.35,4 6 11 13 16 18 
88,15.8.2,playing violent video game and youth violence or bullying,-0.6000000000000001,0.7,4 6 11 13 16 18 
89,16.1.1,A recent longitudinal study of youth in Germany found,0.0,0.25,4 6 11 13 16 18 
90,16.1.2,aggressive children tend,0.0,0.0,4 6 11 13 16 18 
91,16.1.3,"to select more violent video games , not the inverse",-0.15,0.75,4 6 11 13 16 18 
92,16.2.1,violent games are psychologically harmful to minors,-0.4,0.55,4 6 11 13 16 18 
93,16.3.1,other studies may have found spurious effects due to,-0.125,0.375,4 6 11 13 16 18 
94,16.3.2,"focusing on youth self - report of aggression rather than reports by parents or teachers , the so called "" single responder bias """,-0.0714285714285714,0.2142857142857142,4 6 11 13 16 18 
95,17.1.1,In Grand Theft Childhood : The Surprising Truth About Violent Video Games and,0.1333333333333333,0.8333333333333334,4 6 11 13 16 18 
96,17.1.2,"Parents Can Do , researchers / authors Lawrence Kutner , PhD , and Cheryl K. Olson , ScD",0.0,0.0,4 6 11 13 16 18 
97,17.2.1,"The researchers' study shows that adolescents that don't play video games at all are most at-risk for violent behavior (but without statistical significance), claiming that video game play is part of an adolescent boy's normal social setting.",-0.1033333333333333,0.5233333333333333,4 6 11 13 16 18 
98,17.3.1,"However , they do not completely deny violent -LRB- M - rated -RRB- video games ' negative influences on pre-teens and teenagers .",-0.3833333333333333,0.6,4 6 11 13 16 18 
99,17.4.1,Kutner and Olson say the views of both alarmists and the video game industry are often supported by flawed or misconstrued studies.,-0.45,0.45,4 6 11 13 16 18 
100,17.5.1,"The real risks according to them are not just about exposure to violence ,",0.2,0.3,4 6 11 13 16 18 
101,17.5.2,gore and sex but are more subtle with some children at greater risk than others,0.2222222222222222,0.5,4 6 11 13 16 18 
102,18.1.1,Official records show,0.0,0.0,4 6 11 13 16 18 
103,18.1.2,"violent crime rates have declined dramatically since the early 1990s in the USA , among both juveniles and adults",-0.35,0.65,4 6 11 13 16 18 
104,18.2.1,This is despite sales of violent video games exploding and their content becoming increasingly graphic during the same period .,-0.0875,0.59375,4 6 11 13 16 18 
105,18.3.1,"Video game violence is not the primary contributor to societal violence , however ,",0.0,0.45,4 6 11 13 16 18 
106,18.3.2,there are many other factors at play,0.1875,0.4375,4 6 11 13 16 18 
107,19.1.1,According to media,0.0,0.0,4 6 11 13 16 18 
108,20.1.1,Fears have been expressed about exposure to violent video games .,-0.8,1.0,4 6 11 13 16 18 
109,20.2.1,"For example, politicians and other people and organizations have considered video games effects on society, where the causative factor was not clear, ""there has been some fears specially from UK news service that hijackers may have used flight simulator software to practice flying jet planes, also, Beam Breakers removed all references to the World Trade Center already used in the game 1"".",-0.0635714285714285,0.365952380952381,4 6 11 13 16 18 
110,21.1.1,"Some researchers believe that while playing violent video games leads to violent actions, there are also biological influences that impact a person's choices.",-0.8,1.0,4 6 11 13 16 18 
111,21.2.1,"According to Sean P. Neubert of Rochester Institute of Technology, a person who is biologically predisposed to aggression will be more strongly influenced by violent scenes and thus will have a greater risk for carrying out destructive actions.",0.0066666666666666,0.6666666666666667,4 6 11 13 16 18 
112,21.3.1,For example someone with antisocial personality disorder has a greater risk of,0.5,0.5,4 6 11 13 16 18 
113,21.3.2,going out and shooting someone after,0.0,0.0,4 6 11 13 16 18 
114,21.3.3,playing hours of Grand Theft Auto or a game of a similar nature,0.0333333333333333,0.6,4 6 11 13 16 18 
115,22.1.1,Other biological theories of aggression and violence have specifically excluded video game and other media effects .,-0.2166666666666666,0.3833333333333333,4 6 11 13 16 18 
116,22.2.1,a factor to have much influence,0.2,0.2,4 6 11 13 16 18 
117,23.1.1,Sexual themes in video games are much less tolerated in the US than violent themes; the most well-known example of this is the Hot Coffee controversy.,0.0566666666666666,0.65,4 6 11 13 16 18 
118,23.2.1,"In June 2005 , an entire portion of unused code was found within the main script of Grand Theft Auto : San Andreas , allowing the player",0.2222222222222222,0.6527777777777778,4 6 11 13 16 18 
119,23.2.2,to simulate sex with the main character 's girlfriends,0.1666666666666666,0.3333333333333333,4 6 11 13 16 18 
120,23.3.1,"The game could be accessed in the PC version via a mod , and through Action Replay codes in the PS2 and Xbox versions .",-0.0333333333333333,0.3,4 6 11 13 16 18 
121,23.4.1,"The fact that the scene was left on the disc, and could be accessed by altering a few bytes of the game's code via a hex editor, prompted the Entertainment Software Rating Board (ESRB) to change the rating of San Andreas to ""Adults Only"" on July 20, 2005.",-0.15,0.375,4 6 11 13 16 18 
122,23.5.1,The game was pulled from many stores; Rockstar Games posted a loss of $28.8 million that quarter.,0.0499999999999999,0.45,4 6 11 13 16 18 
123,23.6.1,"The most controversial video game of this nature was Rapelay , a game revolving around rape .",0.0625,0.5625,4 6 11 13 16 18 
124,23.7.1,Worldwide public campaigns against it led to the game being banned .,-0.2,0.2333333333333333,4 6 11 13 16 18 
125,24.1.1,Almost no North American video games display full frontal nudity .,0.175,0.275,4 6 11 13 16 18 
126,24.2.1,"Sexual themes are more common in Japanese PC games, but console companies such as Microsoft, Nintendo and Sony do not license adult-only content games for their systems.",0.1399999999999999,0.4666666666666667,4 6 11 13 16 18 
127,25.1.1,Bias of gender exists in games .,0.0,0.0,4 6 11 13 16 18 
128,25.2.1,Terry Flew writes,0.0,0.0,4 6 11 13 16 18 
129,25.2.2,generally representations of gender in digital games are stereotyped,-0.0166666666666666,0.4666666666666666,4 6 11 13 16 18 
130,25.3.1,"In many games, male characters are portrayed as hard bodied, muscled men, and female characters are portrayed as soft bodied, nearly naked women with large breasts.",0.0746598639455782,0.3552721088435374,4 6 11 13 16 18 
131,25.4.1,"In addition , Flew also believes",0.0,0.0,4 6 11 13 16 18 
132,25.4.2,female characters in games are usually portrayed in a narrowly stereotypical manner,-0.25,0.4722222222222221,4 6 11 13 16 18 
133,25.5.1,Females are usually constructed as visual objects,-0.125,0.125,4 6 11 13 16 18 
134,25.5.2,wait for male rescue and need,0.0,0.1,4 6 11 13 16 18 
135,25.5.3,"to be protected ,",0.0,0.0,4 6 11 13 16 18 
136,25.5.4,men are portrayed with more power,0.5,0.5,4 6 11 13 16 18 
137,25.6.1,Such depiction of females in games reflects underlying social ideas of dominance of male over female and themes of masculinity .,0.0083333333333333,0.2083333333333333,4 6 11 13 16 18 
138,25.7.1,"Although not all video games contain such stereotypes, there are enough to make it a general trait.",0.0166666666666666,0.5,4 6 11 13 16 18 
139,25.8.1,"Ultimately , Flew ends with the statement of the broad demographic 's excessive demands , in that ' . .",-0.0625,0.7708333333333334,4 6 11 13 16 18 
140,25.8.2,different genders have different gaming,0.0,0.6,4 6 11 13 16 18 
141,25.9.1,' .,0.0,0.0,4 6 11 13 16 18 
142,26.1.1,"However , some video games do not conform to traditional gender roles such as the male being dominant and the female being submissive .",0.0,0.3791666666666667,4 6 11 13 16 18 
143,26.2.1,"One such example would be the protagonist Lara Croft in the Tomb Raider video game series ,",-0.2,0.45,4 6 11 13 16 18 
144,26.2.2,"is presented as a beautiful , clever , athletic , and brave English archaeologist - adventurer",0.4541666666666666,0.7083333333333334,4 6 11 13 16 18 
145,26.3.1,"Croft has achieved popularity with both males and females as an action heroine ,",0.1,0.1,4 6 11 13 16 18 
146,26.3.2,depending on,0.0,0.0,4 6 11 13 16 18 
147,26.3.3,feminist perspective is applied,0.0,0.0,4 6 11 13 16 18 
148,26.4.1,"Recently the emergence of female gamers and developers in the industry has led to changes in video games to accommodate this demographic; where Lara Croft is concerned, this has led to games developer Eidos remodelling the character for Tomb Raider: Legend, so that the character has a more believable figure and less skimpy outfits so as not to offend female gamers.",0.1388888888888889,0.2749999999999999,4 6 11 13 16 18 
149,26.5.1,"Although many video games emphasize a hypermasculine identity for male characters, this may in fact reflect current gender roles and stereotypes found in Western society; whereas, video games originating from Asia often include androgynous male characters, influenced by anime, with thinner bodies, softer faces, big eyes and long hair, such as the iconic characters of Sephiroth in Final Fantasy VII and Link in the Legend of Zelda.",0.095,0.36,4 6 11 13 16 18 
150,27.1.1,Reinforcement of sexist stereotypes has also been claimed as an effect of violent video games .,-0.8,1.0,4 6 11 13 16 18 
151,28.1.1,"Lesbian , gay , bisexual , and transgender -LRB- LGBT -RRB- characters have been depicted in some video games since the 1980s .",0.4166666666666667,0.5833333333333334,4 6 11 13 16 18 
152,28.2.1,"LGBT content has been subject to changing rules and regulations by game companies, which are generally examples of heterosexism in that heterosexuality is normalized while homosexuality is subject to additional censorship or ridicule.",-0.1708333333333333,0.3916666666666666,4 6 11 13 16 18 
153,28.3.1,"Sexual orientation and gender identity have served a significant role in some console and personal computer games , with",0.2916666666666667,0.6694444444444444,4 6 11 13 16 18 
154,28.3.2,the trend being toward greater visibility of LGBT identities,0.5,0.5,4 6 11 13 16 18 
155,29.1.1,Over two hundred studies have been published which examine the effects of violence in entertainment media and which at least partially focus on violence in video games in particular.,-0.0777777777777777,0.3444444444444444,4 6 11 13 16 18 
156,29.2.1,"Some psychological studies have shown a correlation between children playing violent video games and suffering psychological effects ,",-0.2666666666666666,0.4000000000000001,4 6 11 13 16 18 
157,29.2.2,many other studies find no such link causation,0.125,0.4583333333333333,4 6 11 13 16 18 
158,30.1.1,"In 2004 the American Psychological Association summarized the issue as ""Psychological research confirms that violent video games can increase children's aggression, but that parents moderate the negative effects.""",-0.1833333333333333,0.3833333333333333,4 6 11 13 16 18 
159,30.2.1,"A more recent press release by the APA in 2010 summarized recent research findings as ""Bad effects depend on certain personality traits; games can offer learning opportunities for others"".",0.0028571428571428,0.4476190476190476,4 6 11 13 16 18 
160,30.3.1,"Craig Anderson has conducted meta-analysis of previous studies and claimed they have demonstrated five effects: ""increased aggressive behavior, thoughts, and affect; increased physiological arousal; and decreased pro-social (helping) behavior"".",-0.2833333333333333,0.4333333333333333,4 6 11 13 16 18 
161,30.4.1,other studies have explicitly denied,-0.125,0.375,4 6 11 13 16 18 
162,30.4.2,such a connection exists,0.0,0.5,4 6 11 13 16 18 
163,30.6.1,"More recently , Block and Crain -LRB- 2007 -RRB- claim",0.25,0.375,4 6 11 13 16 18 
164,30.6.2,"in a critical paper by Anderson -LRB- and his co-author , Bushman -RRB- , data was improperly calculated and produced fallacious results",0.0,0.8,4 6 11 13 16 18 
165,30.7.1,"Other meta-analyses by other groups, such as by Ferguson and Kilburn (2009) and Sherry (2007) have repudiated any links between video game violence and aggression, as have recent reviews by the Australian Government (2010) and the US Supreme Court (June, 2011).",-0.1083333333333333,0.3166666666666666,4 6 11 13 16 18 
166,31.1.1,"After conducting a two-year study of more than 1,200 Middle School children about their attitudes towards video games, Harvard Medical School researchers Lawrence Kutner and Cheryl Olson found that playing video games did not have a particularly negative effect on the researched group.",0.05,0.225,4 6 11 13 16 18 
167,32.1.1,"The portrayal of race in video games has also recently become an issue , seen in games such as the Grand Theft Auto series , 50 Cent : Bulletproof , and Def Jam : Fight for NY .",0.1666666666666666,0.5833333333333334,4 6 11 13 16 18 
168,32.2.1,"In 2009, the issue of race emerged with the release of Resident Evil 5, which has the player kill numerous African enemies, resulting in arguments from both sides of the issue.",-0.3333333333333333,0.5,4 6 11 13 16 18 
169,32.3.1,censor the portrayal of black antagonists,-0.1666666666666666,0.4333333333333333,4 6 11 13 16 18 
170,32.4.1,A similar outrage also occurred,0.0,0.4,4 6 11 13 16 18 
171,32.4.2,it was revealed,0.0,0.0,4 6 11 13 16 18 
172,32.4.3,""" Left 4 Dead 2 "" , set in New Orleans , would include African - American zombies",-0.0127272727272727,0.1709090909090909,4 6 11 13 16 18 
173,32.5.1,These and other games demonstrate an interesting trend towards the increased presence of racial differences in video games .,0.1875,0.4375,4 6 11 13 16 18 
174,32.6.1,"Indeed , it is true",0.35,0.65,4 6 11 13 16 18 
175,32.6.2,that “,0.0,0.0,4 6 11 13 16 18 
176,32.6.3,"Significantly , these games , and particularly their questionable claims of authenticity , establish compelling learning environments",0.0854166666666666,0.7020833333333333,4 6 11 13 16 18 
177,32.6.4,help facilitate,0.0,0.0,4 6 11 13 16 18 
178,32.6.5,young gamers develop their knowledge of and familiarity with popular views of race and urban culture . ”,0.2333333333333333,0.4333333333333333,4 6 11 13 16 18 
179,33.1.1,Video game addiction is excessive or compulsive use of computer and video games,-0.325,0.7,4 6 11 13 16 18 
180,33.1.2,interferes with daily life,0.0,0.0,4 6 11 13 16 18 
181,33.2.1,Instances have been reported in,0.0,0.0,4 6 11 13 16 18 
182,33.2.2,"users play compulsively ,",0.0,0.0,4 6 11 13 16 18 
183,33.2.3,isolating themselves from family and friends or from other forms of social contact,-0.0458333333333333,0.2208333333333333,4 6 11 13 16 18 
184,33.3.1,"to attract political controversy for its "" addictive properties """,0.0,0.5,4 6 11 13 16 18 
185,34.1.1,to be related to video games in recent decades,0.0,0.325,4 6 11 13 16 18 
186,35.1.1,"On November 22 , 1997 , thirteen - year - old Noah Wilson died",0.1,0.2,4 6 11 13 16 18 
187,35.1.2,his friend Yancy stabbed him in the chest with a kitchen knife,0.0,0.0,4 6 11 13 16 18 
188,35.2.1,"The mother of Noah , Andrea Wilson , alleged",-0.1,0.1,4 6 11 13 16 18 
189,35.2.2,her son was stabbed to death because of an obsession with the Midway game Mortal Kombat,-0.4,0.4,4 6 11 13 16 18 
190,35.3.1,She alleged,-0.1,0.1,4 6 11 13 16 18 
191,35.3.2,Yancy S. was so obsessed with the game,-0.45,0.7,4 6 11 13 16 18 
192,35.3.3,he believed himself,0.0,0.0,4 6 11 13 16 18 
193,35.3.4,to be the character Cyrax,0.0,0.0,4 6 11 13 16 18 
194,35.4.1,This character purportedly uses a finishing move,0.0,0.0,4 6 11 13 16 18 
195,35.4.2,getting the opponent in a headlock and stabbing them in the chest,-0.6,0.8,4 6 11 13 16 18 
196,35.5.1,Wilson alleged,-0.1,0.1,4 6 11 13 16 18 
197,35.5.2,this was the reason for her son 's death,0.0,0.0,4 6 11 13 16 18 
198,35.6.1,"The conclusion of Wilson v. Midway Games, Inc. was, according to the court case report, ""Wilson's complaint fails to state a claim upon which relief can be granted.""",-0.4,0.25,4 6 11 13 16 18 
199,36.1.1,"On April 20 , 1999 , 18 - year - old Eric Harris and 17 - year - old Dylan Klebold killed 12 students and a teacher in the Columbine High School massacre .",0.04,0.235,4 6 11 13 16 18 
200,36.2.1,The two were allegedly obsessed with the video game Doom .,-0.45,0.7,4 6 11 13 16 18 
201,36.3.1,"Harris also created WADs for the game , and created a large mod named "" Tier """,0.0047619047619047,0.4095238095238095,4 6 11 13 16 18 
202,36.3.2,"he called his "" life 's work",0.0,0.0,4 6 11 13 16 18 
203,36.4.1,the pair practiced the massacre in Doom,0.0,0.0,4 6 11 13 16 18 
204,37.1.1,"In April 2000 , 16 - year - old Spanish teenager José Rabadán Pardo murdered his father , mother and his sister with a katana ,",0.05,0.1,4 6 11 13 16 18 
205,37.1.2,"he was on an "" avenging mission "" by Squall Leonhart , the main character of the video game Final Fantasy VIII",-0.0777777777777777,0.5777777777777778,4 6 11 13 16 18 
206,38.1.1,after what,0.0,0.0,4 6 11 13 16 18 
207,38.1.2,his mother claimed,0.0,0.0,4 6 11 13 16 18 
208,38.2.1,"Woolley's mother stated, ""I think the way the game is written is that when you first start playing it, it is fun, and you make great accomplishments.",0.2375,0.4208333333333333,4 6 11 13 16 18 
209,38.3.1,"And then the further you get into it, the higher level you get, the longer you have to stay on it to move onward, and then it isn't fun anymore.",0.1833333333333333,0.3999999999999999,4 6 11 13 16 18 
210,38.4.1,"But by then you're addicted, and you can't leave it.""",-0.4,0.6,4 6 11 13 16 18 
211,39.1.1,"In February 2003 , 16 - year - old American Dustin Lynch was charged with aggravated murder and made an insanity defense",0.05,0.1,4 6 11 13 16 18 
212,39.1.2,"he was "" obsessed "" with Grand Theft Auto III",0.0,1.0,4 6 11 13 16 18 
213,39.2.1,"Long time video game opponent and former attorney Jack Thompson encouraged the father of victim JoLynn Mishne to pass a note to the judge that said ""the attorneys had better tell the jury about the violent video game that trained this kid [and] showed him how to kill our daughter, JoLynn.",-0.175,0.3928571428571428,4 6 11 13 16 18 
214,39.3.1,they do n't,0.0,0.0,4 6 11 13 16 18 
215,39.4.1,"Lynch later retracted his insanity plea, and his mother Jerrilyn Thomas commented, ""It has nothing to do with video games or Paxil, and my son's no murderer.""",0.0,0.0,4 6 11 13 16 18 
216,40.1.1,"On June 7 , 2003 , 18 - year - old American Devin Moore shot and killed two policemen and a dispatcher after",-0.0333333333333333,0.0666666666666666,4 6 11 13 16 18 
217,40.1.2,grabbing one of the officers ' weapons following an arrest for the possession of a stolen vehicle,-0.025,0.05,4 6 11 13 16 18 
218,40.2.1,"At trial , the defense claimed",0.0,0.0,4 6 11 13 16 18 
219,40.2.2,Moore had been inspired by the video game Grand Theft Auto : Vice City,0.0499999999999999,0.7,4 6 11 13 16 18 
